Complexity,Loss,Equation
1,182.10402,"g = 0.4926115; beta = [1.3698008]"
4,126.67037,"g = #1 - 0.7932056; beta = [1.724637]"
6,120.463585,"g = (#1 - 0.7932056) + 0.37017974; beta = [1.724637]"
7,0.13908897,"g = (#1 * #1) + 4.052459; beta = [-1.2049769]"
17,0.13888662,"g = ((((-1.1808732 * -1.401308) * 0.551567) + (#1 * (#1 - 0.005084721))) - -0.4779439) + 0.057840556; beta = [1.3698008]"
